Book-Title,Book-Author,Year-Of-Publication,Book-Rating,Image-URL-L
Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,0,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
The Cat Who Said Cheese,Lilian Jackson Braun,1996,8,http://images.amazon.com/images/P/0399140751.01.LZZZZZZZ.jpg
Undue Influence,Steven Paul Martini,1995,6,http://images.amazon.com/images/P/051511605X.01.LZZZZZZZ.jpg
Finding Moon,Tony Hillerman,1995,0,http://images.amazon.com/images/P/0060177721.01.LZZZZZZZ.jpg
A Tree Grows in Brooklyn,Betty Smith,1998,0,http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg
The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,0,http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg
The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,0,http://images.amazon.com/images/P/0060932139.01.LZZZZZZZ.jpg
Bel Canto: A Novel,Ann Patchett,2002,0,http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg
One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,9,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
Long Time No See,Susan Isaacs,2002,0,http://images.amazon.com/images/P/0061030430.01.LZZZZZZZ.jpg
The Secret Garden,Frances Hodgson Burnett,1998,0,http://images.amazon.com/images/P/006440188X.01.LZZZZZZZ.jpg
The Tao of Pooh,Benjamin Hoff,1983,0,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg
The Secret Life of Bees,Sue Monk Kidd,2003,0,http://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg
The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,0,http://images.amazon.com/images/P/0310205719.01.LZZZZZZZ.jpg
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,0,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,0,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
The Cat and the Curmudgeon,Cleveland Amory,1991,0,http://images.amazon.com/images/P/0316037451.01.LZZZZZZZ.jpg
Lucky : A Memoir,Alice Sebold,2002,0,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,0,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,0,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg
White Oleander : A Novel,Janet Fitch,1999,0,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg
Me Talk Pretty One Day,David Sedaris,2001,8,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
Naked,David Sedaris,1998,0,http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg
Private Screening,Richard North Patterson,1994,0,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg
Escape the Night,Richard North Patterson,1995,0,http://images.amazon.com/images/P/0345334019.01.LZZZZZZZ.jpg
The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,0,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg
A Prayer for Owen Meany,John Irving,1990,0,http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg
No Safe Place,RICHARD NORTH PATTERSON,1999,0,http://images.amazon.com/images/P/0345404777.01.LZZZZZZZ.jpg
Dark Lady,Richard North Patterson,2000,0,http://images.amazon.com/images/P/0345404785.01.LZZZZZZZ.jpg
The Last Don,MARIO PUZO,1997,0,http://images.amazon.com/images/P/0345412214.01.LZZZZZZZ.jpg
The Murder Book,Jonathan Kellerman,2003,10,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg
The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,0,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg
Stanislaski Sisters,Nora Roberts,2001,0,http://images.amazon.com/images/P/0373484232.01.LZZZZZZZ.jpg
Middlesex: A Novel,Jeffrey Eugenides,2002,0,http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg
House of Leaves,Mark Z. Danielewski,2000,0,http://images.amazon.com/images/P/0375703764.01.LZZZZZZZ.jpg
The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,0,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg
Postmortem,Patricia Daniels Cornwell,1993,0,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg
All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,0,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg
The Rainmaker,John Grisham,1995,9,http://images.amazon.com/images/P/0385424736.01.LZZZZZZZ.jpg
The Mistress of Spices,Chitra Banerjee Divakaruni,1998,0,http://images.amazon.com/images/P/0385482388.01.LZZZZZZZ.jpg
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,0,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
Into the Wild,Jon Krakauer,1997,9,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg
Sister of My Heart,Chitra Banerjee Divakaruni,2000,0,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg
Oryx and Crake,Margaret Atwood,2003,9,http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,8,http://images.amazon.com/images/P/039304016X.01.LZZZZZZZ.jpg
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,0,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
The River King,Alice Hoffman,2000,0,http://images.amazon.com/images/P/0399145990.01.LZZZZZZZ.jpg
Lord of the Flies,William Gerald Golding,1959,9,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg
Watchers,Dean R. Koontz,1996,0,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg
Mortal Fear,Robin Cook,1989,0,http://images.amazon.com/images/P/0425113884.01.LZZZZZZZ.jpg
The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,8,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
Rules of Prey,John Sandford,1992,0,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg
Harmful Intent,Robin Cook,2001,0,http://images.amazon.com/images/P/0425125467.01.LZZZZZZZ.jpg
Vital Signs,Robin Cook,2001,0,http://images.amazon.com/images/P/0425131769.01.LZZZZZZZ.jpg
The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,9,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg
Mind Prey,John Sandford,2004,0,http://images.amazon.com/images/P/0425152898.01.LZZZZZZZ.jpg
Contagion,Robin Cook,1998,0,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg
Cause of Death,Patricia Daniels Cornwell,1997,0,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg
Detective: A Novel,Arthur Hailey,1998,0,http://images.amazon.com/images/P/0425163865.01.LZZZZZZZ.jpg
Firebird,Janice Graham,1999,0,http://images.amazon.com/images/P/0425169871.01.LZZZZZZZ.jpg
Certain Prey,John Sandford,2000,0,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg
Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,0,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,0,http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg
Crossings,DANIELLE STEEL,1987,0,http://images.amazon.com/images/P/044011585X.01.LZZZZZZZ.jpg
The Promise,Danielle Steel,1978,0,http://images.amazon.com/images/P/0440170796.01.LZZZZZZZ.jpg
The Ring,Danielle Steel,1983,0,http://images.amazon.com/images/P/0440173922.01.LZZZZZZZ.jpg
Secrets,DANIELLE STEEL,1986,0,http://images.amazon.com/images/P/0440176484.01.LZZZZZZZ.jpg
Thurston House,Danielle Steel,1984,5,http://images.amazon.com/images/P/0440185327.01.LZZZZZZZ.jpg
Wanderlust,Danielle Steel,1987,0,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,0,http://images.amazon.com/images/P/0440208459.01.LZZZZZZZ.jpg
Guardian Angel,Sara Paretsky,1996,0,http://images.amazon.com/images/P/0440213991.01.LZZZZZZZ.jpg
Vanished,Danielle Steel,1994,0,http://images.amazon.com/images/P/0440217466.01.LZZZZZZZ.jpg
The Partner,John Grisham,1998,7,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg
Unfit to Practice,Perri O'Shaughnessy,2003,8,http://images.amazon.com/images/P/0440236061.01.LZZZZZZZ.jpg
Tell No One,Harlan Coben,2002,0,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg
Gone for Good,HARLAN COBEN,2003,9,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg
Holes,LOUIS SACHAR,2003,0,http://images.amazon.com/images/P/0440419468.01.LZZZZZZZ.jpg
Dune (Remembering Tomorrow),Frank Herbert,1996,0,http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg
The Once and Future King,T. H. White,1987,10,http://images.amazon.com/images/P/0441627404.01.LZZZZZZZ.jpg
Presumed Innocent,Scott Turow,1988,9,http://images.amazon.com/images/P/0446350982.01.LZZZZZZZ.jpg
The Day After Tomorrow,Allan Folsom,1995,10,http://images.amazon.com/images/P/0446600415.01.LZZZZZZZ.jpg
Blood Work,Michael Connelly,1998,0,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg
Hide &amp; Seek,James Patterson,1996,0,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
Unspeakable,Sandra Brown,1999,0,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
The Drowning People,Richard Mason,2000,0,http://images.amazon.com/images/P/0446608009.01.LZZZZZZZ.jpg
J Is for Judgment,Sue Grafton,1999,0,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg
K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,0,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
Mindbend,Robin Cook,2001,0,http://images.amazon.com/images/P/0451141083.01.LZZZZZZZ.jpg
Misery,Stephen King,2004,0,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg
Dolores Claiborne,Stephen King,2004,0,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg
The Fountainhead,Ayn Rand,1996,8,http://images.amazon.com/images/P/0451191153.01.LZZZZZZZ.jpg
The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,0,http://images.amazon.com/images/P/0451202503.01.LZZZZZZZ.jpg
24 Hours,Greg Iles,2001,10,http://images.amazon.com/images/P/0451203593.01.LZZZZZZZ.jpg
The Virgin Blue,Tracy Chevalier,2003,6,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg
The Edge,Catherine Coulter,2000,0,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg
Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,0,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg
Hemlock Bay,Catherine Coulter,2002,0,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg
Behind the Scenes at the Museum,Kate Atkinson,1996,0,http://images.amazon.com/images/P/0552996181.01.LZZZZZZZ.jpg
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,0,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg
Where the Red Fern Grows,Wilson Rawls,1984,0,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,0,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,0,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg
C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,9,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
Doomsday Book,Connie Willis,1992,10,http://images.amazon.com/images/P/0553351672.01.LZZZZZZZ.jpg
The Beekeeper's Apprentice,LAURIE R. KING,1996,10,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg
Long After Midnight,IRIS JOHANSEN,1997,0,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg
Vertical Run,Joseph R. Garber,1996,10,http://images.amazon.com/images/P/0553573926.01.LZZZZZZZ.jpg
One Door Away from Heaven,Dean R. Koontz,2002,0,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
By the Light of the Moon,DEAN KOONTZ,2002,0,http://images.amazon.com/images/P/0553801430.01.LZZZZZZZ.jpg
Two for the Dough,Janet Evanovich,1996,0,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
High Tide,Jude Deveraux,2000,0,http://images.amazon.com/images/P/067101417X.01.LZZZZZZZ.jpg
Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,0,http://images.amazon.com/images/P/0671016776.01.LZZZZZZZ.jpg
Winter's Tale,Mark Helprin,1990,9,http://images.amazon.com/images/P/0671727079.01.LZZZZZZZ.jpg
Stranger Is Watching,Mary Higgins Clark,1991,0,http://images.amazon.com/images/P/0671741209.01.LZZZZZZZ.jpg
A Simple Plan,Scott Smith,1993,10,https://m.media-amazon.com/images/I/6190BnOxm6L._SY466_.jpg
The God of Small Things,Arundhati Roy,1997,0,http://images.amazon.com/images/P/0679457313.01.LZZZZZZZ.jpg
A Year in Provence,Peter Mayle,1991,9,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg
Toujours Provence (Vintage Departures),Peter Mayle,1992,5,http://images.amazon.com/images/P/0679736042.01.LZZZZZZZ.jpg
Midnight in the Garden of Good and Evil,John Berendt,1999,0,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
The Sands of Time,Sidney Sheldon,1988,0,http://images.amazon.com/images/P/0688065716.01.LZZZZZZZ.jpg
The Meaning Of Life,Bradley Trevor Greive,2002,9,http://images.amazon.com/images/P/0740723367.01.LZZZZZZZ.jpg
If Only It Were True,Marc Levy,2000,8,http://images.amazon.com/images/P/0743406176.01.LZZZZZZZ.jpg
Pay It Forward,Catherine Ryan Hyde,2000,9,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg
The Constant Gardener,John le Carre,2001,0,http://images.amazon.com/images/P/0743422910.01.LZZZZZZZ.jpg
Trading Places,Fern Michaels,2003,8,http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg
Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,10,http://images.amazon.com/images/P/0786866845.01.LZZZZZZZ.jpg
The Kitchen God's Wife,Amy Tan,1992,0,http://images.amazon.com/images/P/080410753X.01.LZZZZZZZ.jpg
Saint Maybe,ANNE TYLER,1992,0,http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg
A Patchwork Planet,ANNE TYLER,2001,0,http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg
Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,0,http://images.amazon.com/images/P/0877017883.01.LZZZZZZZ.jpg
The Book of Questions,Gregory Stock,1987,0,http://images.amazon.com/images/P/0894803204.01.LZZZZZZZ.jpg
All I Need to Know I Learned from My Cat,Suzy Becker,1990,0,http://images.amazon.com/images/P/0894808249.01.LZZZZZZZ.jpg
Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,0,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg
The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,0,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
The Samurai's Garden : A Novel,Gail Tsukiyama,1996,0,http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg
The Devil's Teardrop,Jeffery Deaver,2000,0,http://images.amazon.com/images/P/0671038443.01.LZZZZZZZ.jpg
Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,0,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,0,http://images.amazon.com/images/P/0312963297.01.LZZZZZZZ.jpg
Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,7,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
Hornet's Nest,Patricia Daniels Cornwell,1998,0,http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg
Fortune's Hand,Belva Plain,2000,7,http://images.amazon.com/images/P/0440226414.01.LZZZZZZZ.jpg
2nd Chance,James Patterson,2003,0,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,0,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg
Small Town Girl,Lavyrle Spencer,1998,0,http://images.amazon.com/images/P/051512219X.01.LZZZZZZZ.jpg
Still Waters,TAMI HOAG,1992,8,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg
A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,8,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg
The Outsiders (Now in Speak!),S. E. Hinton,1997,5,http://images.amazon.com/images/P/014038572X.01.LZZZZZZZ.jpg
Get Shorty,Elmore Leonard,2002,6,http://images.amazon.com/images/P/006008216X.01.LZZZZZZZ.jpg
Honor Among Thieves,Jeffrey Archer,1994,0,http://images.amazon.com/images/P/0061092045.01.LZZZZZZZ.jpg
A Place of Execution,Val McDermid,2001,7,http://images.amazon.com/images/P/0312979533.01.LZZZZZZZ.jpg
Feast of All Saints,Anne Rice,1986,0,http://images.amazon.com/images/P/0345334531.01.LZZZZZZZ.jpg
The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,0,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
Dying to Please,LINDA HOWARD,2003,0,http://images.amazon.com/images/P/0345453409.01.LZZZZZZZ.jpg
Cordina's Crown Jewel,Nora Roberts,2002,0,http://images.amazon.com/images/P/0373244487.01.LZZZZZZZ.jpg
Communion : A True Story,Whitley Strieber,1988,0,http://images.amazon.com/images/P/0380703882.01.LZZZZZZZ.jpg
Night Prey,John Sandford,2004,0,http://images.amazon.com/images/P/0425146413.01.LZZZZZZZ.jpg
Glory in Death,J. D. Robb,2004,0,http://images.amazon.com/images/P/0425150984.01.LZZZZZZZ.jpg
Chromosome 6,Robin Cook,2000,0,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg
Point of Origin,Patricia Daniels Cornwell,1999,0,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg
The Testament,John Grisham,1999,0,http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg
The Best Laid Plans,Sidney Sheldon,1998,0,http://images.amazon.com/images/P/0446604089.01.LZZZZZZZ.jpg
When the Wind Blows,James Patterson,1999,0,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg
A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,0,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
Side Effects,Michael Palmer,1985,0,http://images.amazon.com/images/P/0553245856.01.LZZZZZZZ.jpg
All Things Wise and Wonderful,James Herriot,1981,0,http://images.amazon.com/images/P/0553266055.01.LZZZZZZZ.jpg
All Creatures Great and Small,James Herriot,1985,0,http://images.amazon.com/images/P/0553268120.01.LZZZZZZZ.jpg
Ashes to Ashes,TAMI HOAG,2000,0,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg
Fear Nothing,DEAN KOONTZ,1998,0,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg
Seize the Night,DEAN KOONTZ,1999,0,http://images.amazon.com/images/P/0553580191.01.LZZZZZZZ.jpg
Someone to Watch Over Me : A Novel,Judith McNaught,2003,0,http://images.amazon.com/images/P/0671525832.01.LZZZZZZZ.jpg
I'll Be Seeing You,Mary Higgins Clark,1994,0,http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg
The Five People You Meet in Heaven,Mitch Albom,2003,0,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg
All I Really Need to Know,ROBERT FULGHUM,1989,0,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg
Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,8,http://images.amazon.com/images/P/1558745718.01.LZZZZZZZ.jpg
Beneath the Skin,Nicci French,2001,8,http://images.amazon.com/images/P/0446609781.01.LZZZZZZZ.jpg
The Piano Tuner : A Novel,DANIEL MASON,2003,9,http://images.amazon.com/images/P/1400030382.01.LZZZZZZZ.jpg
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,0,http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg
Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,1983,10,http://images.amazon.com/images/P/0553272586.01.LZZZZZZZ.jpg
Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,10,http://images.amazon.com/images/P/0312289723.01.LZZZZZZZ.jpg
3rd Degree,James Patterson,2004,10,http://images.amazon.com/images/P/0316603570.01.LZZZZZZZ.jpg
Therapy,Jonathan Kellerman,2004,10,http://images.amazon.com/images/P/0345452593.01.LZZZZZZZ.jpg
The Last Juror,John Grisham,2004,10,http://images.amazon.com/images/P/0385510438.01.LZZZZZZZ.jpg
Split Second,David Baldacci,2003,10,http://images.amazon.com/images/P/0446530891.01.LZZZZZZZ.jpg
A Cry In The Night,Mary Higgins Clark,1993,10,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg
Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,10,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg
Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,10,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg
The Little Friend,Donna Tartt,2002,7,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg
